marque,modele,version,prix,date,motor,kilometrage,annee,boite de vitesse,code postal,etat,percentage
Porsche,911,,37500,10/03/2020,Essence,135000,2002,Manuelle,60200,<150000km,-1.0
Porsche,Boxster,,17000,10/03/2020,Essence,121000,2004,Manuelle,69100,<150000km,-1.0
Porsche,911,,25000,10/03/2020,Essence,151000,2000,Manuelle,38170,<250000km,-1.0
Porsche,911,,119900,10/03/2020,Essence,136331,1993,Manuelle,33120,<150000km,-1.0
Porsche,Cayman,,28900,10/03/2020,Essence,74000,2006,Manuelle,37320,<150000km,0.7315789473684211
Porsche,Cayenne,,19800,10/03/2020,Essence,154000,2008,Automatique,91320,<250000km,-1.0
Porsche,Cayenne,,19500,16/02/2020,Essence,170000,2003,Manuelle,64600,<250000km,-1.0
Porsche,Cayman,,25900,10/03/2020,Essence,139800,2008,Manuelle,91400,<150000km,1.0702488202488203
Porsche,Panamera,,32000,10/03/2020,Essence,140000,2010,Automatique,83110,<150000km,1.0702488202488203
Porsche,Cayenne,,5500,10/03/2020,Essence,20000,2004,Automatique,34300,<50000km,0.7315789473684211
Porsche,911,,49000,10/03/2020,Essence,109000,2006,Automatique,78670,<150000km,1.0702488202488203
Porsche,911,,39950,10/03/2020,Essence,118500,2005,Manuelle,69720,<150000km,-1.0
Porsche,924,,3500,10/03/2020,Essence,68000,1981,Manuelle,29600,<150000km,1.230497024288242
Porsche,Cayenne,,21800,10/03/2020,Essence,152000,2010,Automatique,54580,<250000km,1.230497024288242
Porsche,Cayenne,,8500,10/03/2020,Essence,165000,2005,Automatique,16190,<250000km,1.230497024288242
Porsche,911,,52900,10/03/2020,Essence,97290,2005,Manuelle,31670,<150000km,1.230497024288242
Porsche,911,,56990,10/03/2020,Essence,96000,2006,Automatique,6270,<150000km,-1.0
Porsche,Cayman,,28900,10/03/2020,Essence,62000,2008,Manuelle,13960,<150000km,1.230497024288242
Porsche,944,,6500,24/02/2020,Essence,168000,1982,Manuelle,30250,<250000km,-1.0
Porsche,911,,48990,10/03/2020,Essence,198000,1994,Manuelle,75007,<250000km,1.2313617640328223
Porsche,911,,46990,31/12/2019,Essence,105267,2007,Manuelle,38180,<150000km,1.2441783100465735
Porsche,Cayenne,,11500,09/03/2020,Essence,122000,2003,Automatique,6400,<150000km,-1.0
Porsche,911,,42780,10/03/2020,Essence,95500,2006,Automatique,44350,<150000km,-1.0
Porsche,911,,39990,17/09/2019,Essence,117200,1975,Manuelle,33130,<150000km,-1.0
Porsche,911,,46490,04/03/2019,Essence,99600,2005,Manuelle,33130,<150000km,-1.0
Porsche,Cayenne,,19000,10/03/2020,Essence,173000,2007,Automatique,41000,<250000km,-1.0
Porsche,911,,70000,10/03/2020,Essence,214000,1977,Manuelle,68650,<250000km,-1.0
Porsche,Autres,,309000,10/03/2020,Essence,14000,1960,Manuelle,78310,<50000km,-1.0
Porsche,Cayman,,35500,10/03/2020,Essence,85600,2007,Manuelle,31450,<150000km,-1.0
Porsche,911,,57700,10/03/2020,Essence,36610,2009,Manuelle,75014,<50000km,-1.0
Porsche,Cayenne,,29990,19/09/2019,Essence,164000,2010,Automatique,38340,<250000km,-1.0
Porsche,944,,9900,10/03/2020,Essence,204370,1987,Manuelle,13550,<250000km,0.7627118644067796
Porsche,911,,62000,10/03/2020,Essence,89000,2003,Manuelle,25300,<150000km,-1.0
Porsche,Cayman,,36500,10/03/2020,Essence,68000,2010,Manuelle,95290,<150000km,1.371308016877637
Porsche,911,,49900,05/12/2019,Essence,74350,2005,Manuelle,27000,<150000km,-1.0
Porsche,911,,67900,06/02/2020,Essence,67900,2009,Automatique,27750,<150000km,-1.0
Porsche,911,,62900,27/02/2020,Essence,55990,2009,Manuelle,27750,<150000km,1.046497584541063
Porsche,911,,63900,05/02/2020,Essence,69600,2009,Automatique,27750,<150000km,-1.0
Porsche,Cayenne,,15990,10/03/2020,Essence,186700,2007,Automatique,17000,<250000km,0.910217169508818
Porsche,Cayenne,,20000,10/03/2020,Essence,70000,2007,Manuelle,56000,<150000km,0.5041420118343195
Porsche,911,,25990,10/03/2020,Essence,129800,1999,Manuelle,40130,<150000km,-1.0
Porsche,Cayenne,,21190,10/03/2020,Diesel,112100,2010,Automatique,78410,<150000km,-1.0
Porsche,911,,57900,02/03/2020,Essence,86100,2009,Automatique,77310,<150000km,-1.0
Porsche,911,,89900,21/02/2020,Essence,85527,1997,Manuelle,74800,<150000km,-1.0
Porsche,944,,9800,10/03/2020,Essence,116000,1986,Manuelle,40200,<150000km,4.164383561643835
Porsche,Cayenne,,15950,07/02/2020,Essence,88500,2004,Automatique,66700,<150000km,1.230497024288242
Porsche,Cayman,,27000,30/01/2020,Essence,117100,2006,Manuelle,67140,<150000km,1.230497024288242
Porsche,Boxster,,22300,10/03/2020,Essence,70576,2002,Manuelle,25600,<150000km,1.230497024288242
Porsche,Cayenne,,19990,04/02/2020,Essence,50000,2006,Automatique,68800,<150000km,1.230497024288242
Porsche,944,,19900,10/03/2020,Essence,138000,1990,Manuelle,24750,<150000km,0.5101349269915594
Porsche,Cayenne,,20900,10/03/2020,Diesel,120000,2009,Automatique,79330,<150000km,1.4240506329113924
Porsche,911,,29500,10/03/2020,Essence,112000,1999,Manuelle,85120,<150000km,1.1563876651982379
Porsche,911,,39900,10/03/2020,Essence,119180,2000,Manuelle,67550,<150000km,1.303723738685837
Porsche,Cayenne,,16500,10/03/2020,Autre,170000,2008,Manuelle,17000,<250000km,1.371308016877637
Porsche,911,,52000,10/03/2020,Essence,94439,2005,Manuelle,86000,<150000km,-1.0
Porsche,Boxster,,24490,10/03/2020,Essence,118376,2007,Manuelle,45370,<150000km,0.914839374446088
Porsche,Cayenne,,7200,10/03/2020,Essence,203000,2005,Automatique,60150,<250000km,-1.0
Porsche,911,,69911,10/03/2020,Essence,88911,2004,Manuelle,40130,<150000km,1.230497024288242
Porsche,911,,47900,10/03/2020,Essence,97000,2006,Automatique,72650,<150000km,-1.0
Porsche,911,,44900,10/03/2020,Essence,277000,1989,Manuelle,54110,+250000km,0.40540540540540543
Porsche,Boxster,,27990,10/03/2020,Essence,86700,2009,Manuelle,71580,<150000km,-1.0
Porsche,Cayenne,,14500,26/02/2020,Essence,212000,2007,Automatique,1500,<250000km,-1.0
Porsche,911,,105000,05/06/2019,Essence,35950,2010,Manuelle,75017,<50000km,-1.0
Porsche,Cayenne,,6500,10/03/2020,Essence,120000,2003,Manuelle,60600,<150000km,-1.0
Porsche,Cayenne,,22490,15/02/2020,Essence,109500,2008,Automatique,75015,<150000km,1.046497584541063
Porsche,Cayman,,38900,08/02/2019,Essence,18000,2008,Manuelle,84130,<50000km,1.046497584541063
Porsche,911,,44000,10/03/2020,Essence,73650,2005,Manuelle,33000,<150000km,-1.0
Porsche,911,,74890,24/09/2019,Essence,122900,1994,Manuelle,59223,<150000km,0.892894159856488
Porsche,Autres,,198000,07/06/2019,Essence,48080,1992,Manuelle,81600,<50000km,0.6721827591529564
Porsche,911,,28900,09/03/2020,Essence,101900,2000,Automatique,76760,<150000km,4.226190476190476
Porsche,911,,30000,01/03/2020,Essence,128000,2003,Manuelle,75009,<150000km,1.0731794596528896
Porsche,911,,47500,15/02/2020,Essence,73000,2005,Manuelle,78121,<150000km,0.5823586744639376
Porsche,911,,14000,09/03/2020,Essence,76512,2006,Manuelle,59000,<150000km,0.6721827591529564
Porsche,911,,53500,17/02/2020,Essence,77000,2008,Automatique,59000,<150000km,1.2313617640328223
Porsche,Cayman,,31800,09/03/2020,Essence,108000,2007,Manuelle,67000,<150000km,-1.0
Porsche,911,,67900,09/03/2020,Essence,122000,1988,Manuelle,67770,<150000km,-1.0
Porsche,911,,43900,09/03/2020,Essence,125500,2006,Manuelle,34000,<150000km,0.40540540540540543
Porsche,944,,8500,09/03/2020,Essence,237000,1983,Manuelle,66130,<250000km,0.6721827591529564
Porsche,Cayman,,29999,23/01/2020,Essence,121000,2008,Manuelle,68000,<150000km,0.914839374446088
Porsche,Cayenne,,49990,09/03/2020,Diesel,72000,2010,Automatique,72230,<150000km,1.1563876651982379
Porsche,911,,36500,03/03/2020,Essence,206600,1992,Automatique,83700,<250000km,-1.0
Porsche,911,,20490,09/03/2020,Essence,198000,2000,Manuelle,74330,<250000km,-1.0
Porsche,Cayenne,,11000,22/02/2020,Essence,133200,2004,Automatique,30210,<150000km,4.164383561643835
Porsche,911,,54780,09/03/2020,Essence,115000,2002,Manuelle,44350,<150000km,2.4498529018454134
Porsche,Cayenne,,18990,09/03/2020,Essence,101150,2007,Automatique,22300,<150000km,0.6721827591529564
Porsche,Boxster,,10880,09/03/2020,Essence,91000,2001,Manuelle,62170,<150000km,1.173913043478261
Porsche,911,,65900,22/02/2020,Essence,96033,2010,Manuelle,6270,<150000km,0.5041420118343195
Porsche,Cayenne,,23000,09/03/2020,Diesel,153000,2010,Automatique,59223,<250000km,-1.0
Porsche,Cayman,,28590,09/03/2020,Essence,112000,2006,Manuelle,31130,<150000km,0.7547169811320755
Porsche,Boxster,,27500,09/03/2020,Essence,50450,2009,Automatique,69300,<150000km,0.5041420118343195
Porsche,928,,5800,09/03/2020,Essence,100000,1981,Manuelle,34420,<150000km,1.230497024288242
Porsche,911,,26700,09/03/2020,Essence,176640,2000,Manuelle,26500,<250000km,1.1563876651982379
Porsche,911,,49990,03/03/2020,Essence,25552,2008,Manuelle,31880,<50000km,0.914839374446088
Porsche,Cayenne,,12490,09/03/2020,Essence,146000,2005,Automatique,83130,<150000km,0.914839374446088
Porsche,Cayenne,,13500,09/03/2020,Essence,120000,2006,Manuelle,62300,<150000km,1.173913043478261
Porsche,Cayenne,,14990,09/03/2020,Essence,140000,2007,Automatique,20290,<150000km,1.230497024288242
Porsche,Boxster,,10990,24/02/2020,Essence,135100,1998,Automatique,95800,<150000km,1.371308016877637
Porsche,Cayenne,,31490,25/02/2020,Essence,162000,2010,Automatique,59146,<250000km,-1.0
Porsche,944,,17900,09/03/2020,Essence,128698,1984,Manuelle,42320,<150000km,0.8688524590163934
Porsche,911,,180000,10/02/2020,Essence,116000,1977,Manuelle,33000,<150000km,-1.0
Porsche,911,,29900,09/03/2020,Essence,68000,2001,Automatique,31200,<150000km,-1.0
Porsche,911,,57500,09/03/2020,Essence,80000,2009,Manuelle,42000,<150000km,0.8688524590163934
Porsche,Carrera Gt,,850000,09/03/2020,Essence,10500,2004,Manuelle,6700,<50000km,-1.0
Porsche,Boxster,,22500,09/03/2020,Essence,85100,2005,Manuelle,69480,<150000km,1.4240506329113924
Porsche,Cayenne,,64900,09/03/2020,Essence,87900,2010,Automatique,6400,<150000km,0.5823586744639376
Porsche,Cayenne,,20000,09/03/2020,Essence,160000,2009,Automatique,34800,<250000km,-1.0
Porsche,Boxster,,24000,09/03/2020,Essence,59000,2005,Manuelle,57970,<150000km,-1.0
Porsche,Panamera,,37490,19/11/2019,Essence,123475,2010,Automatique,91940,<150000km,-1.0
Porsche,911,,24890,09/03/2020,Essence,157900,1998,Manuelle,67600,<250000km,-1.0
Porsche,Cayenne,,27500,16/02/2020,Diesel,105000,2010,Automatique,6250,<150000km,-1.0
Porsche,911,,119911,09/03/2020,Essence,181500,1989,Manuelle,6700,<250000km,1.3265306122448979
Porsche,911,,125993,09/03/2020,Essence,133000,1996,Manuelle,6700,<150000km,0.6721827591529564
Porsche,911,,37990,09/03/2020,Essence,114980,2005,Manuelle,51100,<150000km,0.6721827591529564
Porsche,911,,55000,09/03/2020,Essence,15000,1981,Manuelle,40000,<50000km,1.2441783100465735
Porsche,911,,66997,04/03/2020,Essence,39997,2009,Manuelle,89600,<50000km,1.2441783100465735
Porsche,911,,58500,09/03/2020,Essence,160000,1982,Manuelle,25600,<250000km,0.5101349269915594
Porsche,911,,21700,09/03/2020,Essence,165000,1999,Automatique,85320,<250000km,1.0702488202488203
Porsche,911,,44990,09/03/2020,Essence,68000,2006,Manuelle,42120,<150000km,1.0702488202488203
Porsche,911,,26500,09/03/2020,Essence,134000,2001,Manuelle,59270,<150000km,1.0731794596528896
Porsche,911,,13500,21/01/2020,Essence,84782,2006,Automatique,71210,<150000km,1.303723738685837
Porsche,Cayman,,23990,01/10/2019,Essence,84503,2006,Manuelle,44470,<150000km,-1.0
Porsche,944,,20944,09/03/2020,Essence,190000,1989,Manuelle,74000,<250000km,-1.0
Porsche,Cayenne,,4200,09/03/2020,Essence,176000,2005,Automatique,95320,<250000km,-1.0
Porsche,Cayenne,,3990,27/01/2020,Essence,112234,2005,Automatique,71210,<150000km,-1.0
Porsche,944,,13000,09/03/2020,Essence,100000,1986,Manuelle,68570,<150000km,-1.0
Porsche,Cayenne,,4900,23/01/2020,Essence,150000,2007,Automatique,71210,<250000km,1.046497584541063
Porsche,944,,24990,09/03/2020,Essence,102000,1987,Manuelle,44500,<150000km,1.2313617640328223
Porsche,911,,78000,09/03/2020,Essence,73000,2010,Manuelle,67640,<150000km,1.046497584541063
Porsche,911,,47000,09/03/2020,Essence,140000,1986,Manuelle,44115,<150000km,-1.0
Porsche,911,,120000,21/01/2020,Essence,115000,1988,Manuelle,69310,<150000km,0.892894159856488
Porsche,911,,76800,09/03/2020,Essence,76200,2007,Manuelle,73420,<150000km,0.892894159856488
Porsche,911,,69400,09/03/2020,Essence,121490,2004,Manuelle,25600,<150000km,-1.0
Porsche,911,,46000,09/03/2020,Essence,128000,1988,Manuelle,77580,<150000km,0.5101349269915594
Porsche,911,,61000,07/03/2020,Essence,99450,2009,Automatique,78100,<150000km,1.046497584541063
Porsche,924,,7890,09/03/2020,Essence,133800,1982,Manuelle,59780,<150000km,1.2313617640328223
Porsche,Cayenne,,15490,20/02/2020,Essence,129650,2007,Manuelle,12000,<150000km,1.0024685816876122
Porsche,911,,195000,13/01/2020,Essence,29900,1997,Manuelle,75015,<50000km,0.914839374446088
Porsche,Cayenne,,12990,17/02/2020,Essence,138000,2006,Automatique,69150,<150000km,1.1563876651982379
Porsche,911,,45900,30/10/2019,Essence,111000,2009,Manuelle,6250,<150000km,1.1563876651982379
Porsche,911,,69990,18/11/2019,Essence,82000,2006,Automatique,66100,<150000km,-1.0
Porsche,Boxster,,29550,08/03/2020,Essence,88000,2004,Manuelle,78190,<150000km,0.5405405405405406
Porsche,911,,24500,08/03/2020,Essence,112000,2001,Manuelle,20090,<150000km,-1.0
Porsche,944,,12000,08/03/2020,Essence,232000,1985,Manuelle,92330,<250000km,-1.0
Porsche,924,,4000,08/03/2020,Essence,87000,1981,Manuelle,49260,<150000km,-1.0
Porsche,911,,29000,08/03/2020,Essence,95000,2000,Automatique,35400,<150000km,1.4285714285714286
Porsche,Cayman,,22500,08/03/2020,Essence,78700,2006,Automatique,33170,<150000km,-1.0
Porsche,944,,7000,08/03/2020,Essence,55000,1983,Manuelle,65220,<150000km,0.6701754385964912
Porsche,928,,24928,08/03/2020,Essence,125717,1985,Automatique,51100,<150000km,-1.0
Porsche,911,,40900,08/03/2020,Essence,92000,2001,Automatique,81290,<150000km,0.914839374446088
Porsche,911,,28000,08/03/2020,Essence,135000,1999,Automatique,76340,<150000km,1.3400819474572185
Porsche,Cayenne,,10600,08/03/2020,Essence,225000,2004,Automatique,64510,<250000km,0.5823586744639376
Porsche,944,,9000,08/03/2020,Essence,180000,1985,Manuelle,35320,<250000km,0.5823586744639376
Porsche,911,,45000,08/03/2020,Essence,102633,2007,Manuelle,6400,<150000km,-1.0
Porsche,911,,90000,08/03/2020,Essence,93200,1997,Manuelle,66000,<150000km,1.2313617640328223
Porsche,911,,25500,08/03/2020,Essence,125000,1999,Manuelle,59000,<150000km,0.7634112792297112
Porsche,911,,39000,08/03/2020,Essence,130000,1985,Manuelle,57880,<150000km,0.7634112792297112
Porsche,911,,71500,08/03/2020,Essence,61500,2008,Automatique,95450,<150000km,0.8688524590163934
Porsche,Boxster,,12500,08/03/2020,Essence,116000,1997,Manuelle,71000,<150000km,-1.0
Porsche,Boxster,,22900,08/03/2020,Essence,72000,2003,Automatique,91470,<150000km,-1.0
Porsche,911,,29990,08/03/2020,Essence,105000,2002,Manuelle,40130,<150000km,0.5101349269915594
Porsche,911,,25996,08/03/2020,Essence,169800,2001,Manuelle,83000,<250000km,-1.0
Porsche,Panamera,,29800,13/11/2019,Essence,194400,2010,Automatique,6250,<250000km,-1.0
Porsche,911,,53990,09/01/2020,Essence,55950,2009,Automatique,60740,<150000km,4.226190476190476
Porsche,928,,27000,08/03/2020,Essence,207800,1987,Manuelle,3100,<250000km,1.465476749647722
Porsche,Cayenne,,21990,08/03/2020,Essence,94500,2008,Automatique,2470,<150000km,-1.0
Porsche,911,,12000,08/03/2020,Essence,100,1973,Manuelle,95100,<5000km,0.892894159856488
Porsche,911,,52000,08/03/2020,Essence,116000,2005,Manuelle,17200,<150000km,-1.0
Porsche,Boxster,,13000,08/03/2020,Essence,140000,2005,Manuelle,59600,<150000km,1.3400819474572185
Porsche,944,,13900,08/03/2020,Essence,208323,1985,Manuelle,41370,<250000km,-1.0
Porsche,Cayenne,,15000,08/03/2020,Essence,102000,2006,Automatique,6130,<150000km,-1.0
Porsche,944,,6300,08/03/2020,Essence,127000,1985,Manuelle,70100,<150000km,-1.0
Porsche,Panamera,,31990,11/02/2020,Essence,159300,2010,Automatique,33320,<250000km,0.892894159856488
Porsche,911,,42500,08/03/2020,Essence,205000,1990,Manuelle,84300,<250000km,1.0702488202488203
Porsche,Cayman,,40000,08/03/2020,Essence,60000,2008,Manuelle,25000,<150000km,-1.0
Porsche,Boxster,,12500,08/03/2020,Essence,134000,1997,Manuelle,11370,<150000km,1.2313617640328223
Porsche,Cayenne,,15800,08/03/2020,Diesel,220000,2009,Automatique,45000,<250000km,-1.0
Porsche,911,,15990,08/03/2020,Essence,1,1999,Automatique,39700,<5000km,0.8688524590163934
Porsche,Cayenne,,11500,08/03/2020,Essence,210000,2004,Automatique,2500,<250000km,-1.0
Porsche,911,,45000,08/03/2020,Essence,111000,1992,Manuelle,59930,<150000km,0.7315789473684211
Porsche,911,,33000,08/03/2020,Essence,160000,1974,Manuelle,59113,<250000km,4.226190476190476
Porsche,Cayenne,,13500,08/03/2020,Diesel,260000,2009,Automatique,75001,+250000km,1.465476749647722
Porsche,911,,180000,08/03/2020,Essence,1000,1983,Manuelle,13001,<5000km,1.0702488202488203
Porsche,911,,35500,08/03/2020,Essence,133000,2003,Automatique,57000,<150000km,1.0702488202488203
Porsche,911,,54900,08/03/2020,Essence,82042,2007,Manuelle,45300,<150000km,1.0702488202488203
Porsche,911,,35000,08/03/2020,Essence,212000,2000,Automatique,76000,<250000km,1.0702488202488203
Porsche,911,,50900,08/03/2020,Essence,142000,1994,Manuelle,92800,<150000km,1.0702488202488203
Porsche,Autres,,10500,08/03/2020,Essence,100000,1974,Manuelle,30100,<150000km,0.5101349269915594
Porsche,Cayman,,25987,08/03/2020,Essence,79000,2006,Manuelle,59000,<150000km,-1.0
Porsche,911,,29990,21/01/2020,Essence,112000,2002,Automatique,40130,<150000km,1.0702488202488203
Porsche,911,,25990,19/01/2020,Essence,144000,1999,Automatique,40130,<150000km,0.4858580016946189
Porsche,911,,55000,08/03/2020,Essence,170000,1995,Manuelle,83700,<250000km,1.465476749647722
Porsche,Panamera,,44000,08/03/2020,Essence,99990,2010,Automatique,24450,<150000km,1.465476749647722
Porsche,911,,48000,08/03/2020,Essence,96000,2008,Manuelle,24450,<150000km,1.4240506329113924
Porsche,968,,38000,23/06/2018,Essence,154626,1995,Manuelle,81600,<250000km,-1.0
Porsche,911,,44000,08/03/2020,Essence,119500,2003,Manuelle,76000,<150000km,0.6701754385964912
Porsche,911,,60000,08/03/2020,Essence,87000,2000,Manuelle,66700,<150000km,1.303723738685837
Porsche,Boxster,,21000,01/02/2020,Essence,72000,2006,Manuelle,57100,<150000km,-1.0
Porsche,Boxster,,36986,07/03/2020,Essence,59750,2004,Manuelle,79000,<150000km,1.303723738685837
Porsche,Cayenne,,15500,07/03/2020,Essence,125840,2005,Automatique,68570,<150000km,1.303723738685837
Porsche,Boxster,,10000,10/02/2020,Essence,132940,2000,Manuelle,12000,<150000km,0.5101349269915594
Porsche,911,,16000,07/03/2020,Essence,186829,2001,Automatique,12000,<250000km,0.8688524590163934
Porsche,Cayenne,,8200,07/03/2020,Autre,186000,2004,Automatique,59114,<250000km,0.5101349269915594
Porsche,Cayenne,,36000,07/03/2020,Essence,105000,2010,Automatique,94700,<150000km,-1.0
Porsche,911,,44900,07/03/2020,Essence,188400,1986,Manuelle,94240,<250000km,1.0702488202488203
Porsche,911,,23490,07/03/2020,Essence,172000,1998,Manuelle,78000,<250000km,1.465476749647722
Porsche,911,,38000,07/03/2020,Essence,122000,2004,Automatique,77580,<150000km,-1.0
Porsche,Cayenne,,19900,07/03/2020,Diesel,124500,2009,Automatique,1000,<150000km,-1.0
Porsche,911,,29900,07/03/2020,Essence,106000,2003,Automatique,57570,<150000km,1.4240506329113924
Porsche,Boxster,,15900,07/03/2020,Essence,67200,1997,Manuelle,91170,<150000km,1.0702488202488203
Porsche,911,,34900,07/03/2020,Essence,105000,2003,Manuelle,87000,<150000km,1.297921478060046
Porsche,Cayenne,,14990,07/03/2020,Essence,174014,2007,Automatique,81000,<250000km,1.465476749647722
Porsche,Autres,,42000,07/03/2020,Essence,145000,2000,Manuelle,74150,<150000km,1.0702488202488203
Porsche,911,,24900,07/03/2020,Essence,185500,2002,Manuelle,17230,<250000km,1.0046233126233657
Porsche,Boxster,,15900,07/03/2020,Essence,120000,2001,Manuelle,46090,<150000km,1.297921478060046
Porsche,Cayenne,,14490,07/03/2020,Essence,160500,2007,Automatique,45400,<250000km,0.4858580016946189
Porsche,911,,48900,07/03/2020,Essence,72850,2006,Manuelle,73100,<150000km,4.226190476190476
Porsche,911,,69900,07/03/2020,Essence,88000,2007,Manuelle,58400,<150000km,-1.0
Porsche,911,,59800,22/01/2020,Essence,68000,2006,Manuelle,34300,<150000km,-1.0
Porsche,Cayenne,,22990,07/03/2020,Essence,25706,2008,Automatique,33140,<50000km,1.0702488202488203
Porsche,911,,89000,07/03/2020,Essence,56000,2009,Manuelle,87000,<150000km,1.1563876651982379
Porsche,Cayenne,,15500,07/03/2020,Essence,167000,2005,Automatique,45320,<250000km,0.5101349269915594
Porsche,911,,44490,07/03/2020,Essence,123000,2006,Automatique,59590,<150000km,-1.0
Porsche,911,,42500,07/02/2020,Essence,88000,2004,Manuelle,93700,<150000km,-1.0
Porsche,Boxster,,25990,06/09/2019,Essence,87500,2006,Manuelle,67700,<150000km,-1.0
Porsche,Cayenne,,21000,07/03/2020,Essence,121000,2007,Automatique,25690,<150000km,1.465476749647722
Porsche,Boxster,,26790,07/03/2020,Essence,91300,2006,Manuelle,72200,<150000km,0.5101349269915594
Porsche,Boxster,,23000,07/03/2020,Essence,57880,2005,Automatique,74300,<150000km,-1.0
Porsche,928,,16000,07/03/2020,Essence,178280,1985,Automatique,88130,<250000km,1.297921478060046
Porsche,911,,47900,06/02/2020,Essence,111337,2006,Automatique,44300,<150000km,0.8688524590163934
Porsche,Autres,,22500,07/03/2020,Essence,75000,1970,Manuelle,59000,<150000km,-1.0
Porsche,Cayman,,26000,19/02/2020,Essence,122350,2006,Manuelle,31200,<150000km,0.7634112792297112
Porsche,911,,22990,14/02/2020,Essence,173000,2000,Automatique,59229,<250000km,1.465476749647722
Porsche,944,,12000,07/03/2020,Essence,210000,1986,Manuelle,67650,<250000km,1.173913043478261
Porsche,911,,54500,07/03/2020,Essence,151000,1996,Manuelle,75008,<250000km,0.4858580016946189
Porsche,928,,22500,28/01/2020,Essence,121000,1987,Automatique,60250,<150000km,-1.0
Porsche,911,,45000,07/03/2020,Essence,185000,1993,Automatique,6220,<250000km,1.465476749647722
Porsche,911,,59900,01/02/2020,Essence,50550,2009,Manuelle,67500,<150000km,0.5101349269915594
Porsche,911,,38900,01/02/2020,Essence,95044,2002,Manuelle,67500,<150000km,-1.0
Porsche,Cayman,,42987,07/03/2020,Essence,82000,2009,Manuelle,76000,<150000km,0.2818489289740699
Porsche,911,,52990,06/02/2020,Essence,133950,1996,Manuelle,6200,<150000km,-1.0
Porsche,944,,11000,07/03/2020,Essence,218000,1985,Manuelle,56340,<250000km,1.465476749647722
Porsche,911,,52990,07/03/2020,Essence,76100,2005,Automatique,51430,<150000km,0.7315789473684211
Porsche,Panamera,,49990,03/02/2020,Essence,105223,2009,Automatique,33320,<150000km,-1.0
Porsche,Boxster,,74900,07/03/2020,Essence,52500,2010,Manuelle,6110,<150000km,0.5101349269915594
Porsche,911,,29990,28/01/2020,Essence,123000,2003,Manuelle,13770,<150000km,0.6721827591529564
Porsche,Panamera,,44990,01/03/2019,Essence,97000,2010,Automatique,25300,<150000km,-1.0
Porsche,Cayenne,,10000,07/03/2020,Essence,189000,2004,Automatique,6400,<250000km,2.4498529018454134
Porsche,Boxster,,15999,07/03/2020,Essence,136000,1997,Automatique,45340,<150000km,0.914839374446088
Porsche,911,,32800,17/02/2020,Essence,116650,2004,Manuelle,58000,<150000km,-1.0
Porsche,Panamera,,47000,07/03/2020,Essence,97000,2010,Automatique,57940,<150000km,0.914839374446088
Porsche,911,,30000,07/03/2020,Essence,155000,2006,Automatique,84390,<250000km,-1.0
Porsche,Cayenne,,11990,06/03/2020,Essence,181000,2007,Automatique,69600,<250000km,-1.0
Porsche,928,,7500,06/03/2020,Essence,278000,1984,Automatique,13810,+250000km,1.2313617640328223
Porsche,911,,180000,29/01/2020,Essence,101000,1994,Manuelle,75116,<150000km,1.303723738685837
Porsche,Cayenne,,13900,06/03/2020,Essence,250000,2005,Automatique,6400,+250000km,-1.0
Porsche,911,,32000,06/03/2020,Essence,140500,1997,Manuelle,58000,<150000km,-1.0
Porsche,Cayenne,,22990,15/02/2020,Essence,150000,2007,Automatique,83300,<250000km,-1.0
Porsche,Cayenne,,16800,06/03/2020,Essence,176000,2009,Automatique,72400,<250000km,1.465476749647722
Porsche,911,,39900,06/03/2020,Essence,107393,2007,Manuelle,51100,<150000km,1.303723738685837
Porsche,Cayenne,,13500,06/03/2020,Essence,185000,2004,Automatique,25000,<250000km,-1.0
Porsche,Boxster,,20990,06/03/2020,Essence,52531,2002,Manuelle,76280,<150000km,4.164383561643835
Porsche,924,,4500,06/03/2020,Essence,770000,1978,Manuelle,13810,+250000km,0.6721827591529564
Porsche,Autres,,21690,25/01/2020,Essence,99900,1972,Manuelle,63100,<150000km,1.0731794596528896
Porsche,Cayenne,,12490,06/03/2020,Essence,234000,2008,Automatique,92500,<250000km,4.164383561643835
Porsche,Panamera,,37000,31/01/2020,Essence,85000,2010,Automatique,13008,<150000km,-1.0
Porsche,Boxster,,7200,06/03/2020,Essence,230000,2001,Manuelle,53810,<250000km,1.0731794596528896
Porsche,911,,85000,06/03/2020,Essence,60000,1996,Manuelle,84000,<150000km,1.046497584541063
Porsche,911,,49996,06/03/2020,Essence,135000,2000,Manuelle,83000,<150000km,1.046497584541063
Porsche,911,,55990,11/02/2020,Essence,190,1987,Manuelle,6200,<5000km,0.892894159856488
Porsche,911,,58800,14/02/2020,Essence,79500,1983,Manuelle,16330,<150000km,0.5101349269915594
Porsche,Cayenne,,16800,06/03/2020,Essence,102500,2004,Manuelle,34000,<150000km,0.5823586744639376
Porsche,Cayman,,36900,06/03/2020,Essence,40358,2009,Manuelle,67118,<50000km,1.465476749647722
Porsche,924,,7990,29/01/2020,Essence,95230,1983,Manuelle,69400,<150000km,0.2818489289740699
Porsche,911,,45000,06/03/2020,Essence,300000,1988,Manuelle,1120,+250000km,-1.0
Porsche,911,,54990,03/09/2019,Essence,220000,1982,Manuelle,64140,<250000km,-1.0
Porsche,911,,84900,09/12/2018,Essence,45000,1976,Manuelle,64140,<50000km,0.2818489289740699
Porsche,Autres,,48500,06/03/2020,Essence,165000,1990,Manuelle,13920,<250000km,1.465476749647722
